length_title, length_content,images,videos, keywords,onWeekend,Relevancy,positive_words,negative_words, title_subjectivity, title_sentiments,wasShared
12,160,0,0,7,No,0.028577059,1,0,0,0,Yes
6,553,1,0,10,No,0.02009769,0.548387097,0.451612903,0,0,Yes
11,685,20,0,6,No,0.033336491,0.514285714,0.485714286,1,-0.5,NO
9,465,1,0,10,No,0.604319839,0.852941176,0.147058824,0,0,Yes
11,252,1,1,5,No,0.040000746,0.826086957,0.173913043,0.833333333,0.333333333,Yes
11,161,1,0,8,No,0.02500804,0.833333333,0.166666667,0,0,NO
9,450,1,0,8,No,0.025000693,0.681818182,0.318181818,0,0,Yes
10,257,10,0,7,No,0.029288285,1,0,1,0.85,Yes
9,2353,17,0,7,No,0.029352171,0.827868852,0.172131148,0,0,NO
8,445,1,0,9,No,0.02270564,0.794117647,0.205882353,0,0,NO
9,169,1,0,5,No,0.243342424,0.888888889,0.111111111,0,0,NO
9,883,1,0,6,No,0.273976325,0.6,0.4,0,0,Yes
8,215,1,0,4,No,0.050003232,0.846153846,0.153846154,0.55,0.5,NO
9,369,1,0,8,No,0.026429144,0.714285714,0.285714286,0,0,NO
10,592,1,0,8,No,0.025000084,0.791666667,0.208333333,0,0,NO
13,221,0,10,9,No,0.022250136,0.90625,0.09375,0.65,0,NO
9,670,1,0,9,No,0.022230909,0.694444444,0.305555556,0.8,0.4,NO
7,448,11,0,9,No,0.022722218,0.935483871,0.064516129,0.2,0.3,Yes
12,222,1,0,4,No,0.533405439,0.777777778,0.222222222,0.45,0.1,NO
11,1096,1,0,6,No,0.03354994,0.706666667,0.293333333,0,0,Yes
9,265,0,0,10,No,0.122205223,0.769230769,0.230769231,0,0,Yes
9,800,1,0,8,No,0.025024231,0.796296296,0.203703704,0.1,0,Yes
10,155,1,2,10,No,0.020223805,0.642857143,0.357142857,0,0,Yes
8,276,1,1,10,No,0.020095184,0.875,0.125,0,0,NO
15,750,1,0,9,No,0.02225867,0.709677419,0.290322581,0,0,NO
9,942,1,0,8,No,0.637545854,0.846153846,0.153846154,0,0,NO
13,115,0,1,8,No,0.025021377,0.714285714,0.285714286,1,-0.625,NO
7,75,0,2,6,No,0.033362687,0.7,0.3,0,0,Yes
7,381,1,0,10,No,0.501346539,0.75,0.25,0.9,0.5,Yes
7,1090,1,0,7,No,0.02864242,0.695652174,0.304347826,0,0,Yes
6,141,1,1,9,No,0.022853652,0.833333333,0.166666667,0,0,NO
9,492,1,0,6,No,0.033344249,0.72,0.28,0,0,NO
14,302,0,1,10,No,0.720256647,0.857142857,0.142857143,0.616666667,0.25,Yes
11,218,1,0,4,No,0.050003335,0.733333333,0.266666667,0.3,0.35,NO
9,258,1,0,6,No,0.03438092,0.666666667,0.333333333,0,0,NO
11,1387,1,0,8,No,0.025400098,0.648648649,0.351351351,0.35,0.1,NO
9,530,0,1,10,No,0.121260022,0.6,0.4,0,0,NO
9,573,14,0,7,No,0.314072702,0.705882353,0.294117647,0.125,0,Yes
11,256,0,0,4,No,0.050213078,0.894736842,0.105263158,0,0,Yes
12,185,0,0,10,No,0.119750381,0.736842105,0.263157895,0,0,NO
10,318,1,0,5,No,0.040002699,0.625,0.375,0,0,NO
11,731,1,0,7,No,0.028573104,0.894736842,0.105263158,0.125,0,NO
12,146,0,1,10,No,0.020014056,0.727272727,0.272727273,0.454545455,0.136363636,Yes
9,430,1,0,8,No,0.895776024,0.833333333,0.166666667,0,0,NO
10,481,1,0,5,No,0.435796332,0.5,0.5,0.541666667,0.0625,NO
11,397,1,1,5,No,0.476967856,0.838709677,0.161290323,0.233333333,0.416666667,Yes
12,105,0,0,10,No,0.202320814,1,0,0.375,-0.125,NO
10,752,1,1,9,No,0.687818788,0.714285714,0.285714286,0.066666667,0.033333333,Yes
8,342,0,0,6,No,0.033333408,0.48,0.52,0,0,Yes
8,208,1,0,6,No,0.866638356,0.928571429,0.071428571,0,0,Yes
10,1609,1,0,5,No,0.040000682,0.6375,0.3625,0,0,Yes
12,299,0,1,4,No,0.050003474,0.571428571,0.428571429,0.7,0.55,NO
8,372,1,0,4,No,0.799570349,0.666666667,0.333333333,0,0,NO
8,1359,1,0,9,No,0.574303565,0.626865672,0.373134328,0,0,Yes
11,594,1,1,9,No,0.02226287,0.777777778,0.222222222,0,0,Yes
5,314,0,2,6,No,0.034923718,0.869565217,0.130434783,0.571428571,0.357142857,Yes
12,329,1,0,4,No,0.050589311,0.777777778,0.222222222,1,0.5,Yes
6,318,1,0,4,No,0.799928624,0.761904762,0.238095238,0,0,Yes
10,190,1,0,8,No,0.025052851,0.8,0.2,0,0,Yes
8,253,7,0,7,No,0.028574047,0.727272727,0.272727273,0.333333333,-0.166666667,NO
13,172,1,0,5,No,0.839998613,0.555555556,0.444444444,0,0,NO
5,161,1,0,8,No,0.02500079,0.8,0.2,0.9,0.6,Yes
9,74,1,0,7,No,0.885463946,1,0,0,0,Yes
11,301,1,0,5,No,0.451090138,0.785714286,0.214285714,0,0,Yes
11,358,1,0,7,No,0.028576621,0.526315789,0.473684211,0.7,-0.4,NO
7,1249,1,0,10,No,0.02002648,0.65,0.35,0,0,Yes
6,619,17,0,7,No,0.029522001,0.833333333,0.166666667,0,0,NO
11,441,0,0,8,No,0.025000574,0.454545455,0.545454545,0.95,0.6,Yes
13,87,0,1,6,No,0.866656716,0.833333333,0.166666667,0,0,NO
14,269,1,0,8,No,0.401156434,0.473684211,0.526315789,0,0,Yes
5,206,0,1,4,No,0.799514513,0.692307692,0.307692308,1,0.8,NO
11,382,1,0,6,No,0.201837939,0.730769231,0.269230769,0.5,0.35,NO
10,234,1,0,7,No,0.214747221,0.714285714,0.285714286,0,0,Yes
9,172,1,0,7,No,0.411857603,0.785714286,0.214285714,0,0,Yes
8,360,1,20,6,No,0.033336987,0.567567568,0.432432432,0.541666667,0.525,Yes
6,133,1,0,5,No,0.040545634,0.888888889,0.111111111,0,0,NO
15,335,1,1,6,No,0.361471164,0.724137931,0.275862069,0.233333333,0.416666667,Yes
8,105,1,0,6,No,0.033334638,0.875,0.125,0,0,Yes
10,390,12,0,10,No,0.020005666,0.789473684,0.210526316,0,0,Yes
7,278,1,0,6,No,0.033691364,0.772727273,0.227272727,0,0,Yes
9,139,0,0,6,No,0.033333464,0.6,0.4,0,0,Yes
9,245,1,0,10,No,0.02000572,0.8,0.2,0,0,Yes
10,155,0,1,5,No,0.040025609,0.833333333,0.166666667,0.5,0.136363636,NO
10,118,1,0,6,No,0.033341331,0.333333333,0.666666667,0,0,Yes
8,363,0,12,6,No,0.03341783,0.903225806,0.096774194,1,1,Yes
9,371,1,0,6,No,0.033333416,0.55,0.45,0,0,NO
9,285,0,10,8,No,0.025018085,0.875,0.125,0.6,0.5,NO
12,361,1,0,6,No,0.866401111,0.903225806,0.096774194,0.5,0.5,Yes
9,280,1,0,8,No,0.42806634,0.9,0.1,0.5,0.5,Yes
12,219,0,3,10,No,0.020433609,0.666666667,0.333333333,0.227272727,0.218181818,NO
9,802,1,2,10,No,0.020058742,0.577777778,0.422222222,0.454545455,0.136363636,NO
11,410,0,2,10,No,0.625539187,0.857142857,0.142857143,0.727272727,0.318181818,Yes
12,326,1,0,7,No,0.02857149,0.5,0.5,0.194444444,-0.127777778,NO
10,365,1,0,9,No,0.022222277,0.285714286,0.714285714,0,0,NO
13,105,0,1,10,No,0.020002763,1,0,0,0,Yes
9,158,1,0,10,No,0.410399198,1,0,0.7,0.4,NO
8,1814,1,0,7,No,0.02864652,0.795275591,0.204724409,0,0,NO
7,905,15,0,8,No,0.496335701,0.75862069,0.24137931,0,0,Yes
12,206,1,0,3,No,0.732959446,0.75,0.25,0,0,NO
9,204,10,1,6,No,0.033333637,0.666666667,0.333333333,0.2,0.3,Yes
9,565,1,0,8,No,0.899994656,0.939393939,0.060606061,0.5,0.5,NO
9,292,1,1,9,No,0.135637265,0.944444444,0.055555556,0.454545455,0.136363636,NO
11,2088,1,0,9,No,0.132882473,0.658914729,0.341085271,0,0,NO
11,695,1,0,7,No,0.884587238,0.814814815,0.185185185,0,0,Yes
10,1642,1,0,5,No,0.839479019,0.779069767,0.220930233,0,0,Yes
11,633,11,0,9,No,0.022294389,0.791666667,0.208333333,0.05,0.1,Yes
8,1275,0,2,10,No,0.020477324,0.775510204,0.224489796,0,0,NO
11,447,1,0,7,No,0.314787268,0.763157895,0.236842105,0,0,Yes
11,228,1,0,7,No,0.028571507,0.533333333,0.466666667,0.480555556,-0.322222222,NO
8,1183,1,10,6,No,0.204009723,0.725,0.275,0,0,Yes
5,1640,1,0,7,No,0.592152805,0.813333333,0.186666667,0.5,0.5,Yes
8,297,1,1,7,No,0.028639834,0.565217391,0.434782609,0,0,NO
10,790,1,1,6,No,0.033337655,0.80952381,0.19047619,0.427272727,0.468181818,Yes
8,535,1,0,7,No,0.028572172,0.476190476,0.523809524,0,0,NO
14,114,0,0,10,No,0.161244347,1,0,0.3875,0.1375,NO
8,242,1,0,6,No,0.69990875,0.733333333,0.266666667,0.5,0.5,NO
9,354,10,1,9,No,0.022640902,0.952380952,0.047619048,0.583333333,0.416666667,Yes
9,300,0,1,10,No,0.020303301,0.588235294,0.411764706,0,0,Yes
8,171,0,0,6,No,0.034360713,0.8,0.2,1,0.6,Yes
12,733,1,0,8,No,0.026107082,0.568181818,0.431818182,0,0,NO
10,411,1,0,10,No,0.020169098,0.625,0.375,0,0,Yes
10,1015,1,0,10,No,0.020215812,0.80952381,0.19047619,0,0,NO
10,2219,32,0,7,No,0.029261178,0.7,0.3,0,0,Yes
6,376,11,0,10,No,0.020165421,0.869565217,0.130434783,0.416666667,0.375,NO
9,272,0,1,10,No,0.02000127,0.647058824,0.352941176,0,0,Yes
8,716,1,0,6,No,0.444420754,0.62745098,0.37254902,0.5,0.25,Yes
14,506,1,0,6,No,0.866215541,0.65625,0.34375,0,0,NO
8,209,1,0,9,No,0.022501986,0.916666667,0.083333333,0.2,-0.05,NO
15,212,0,1,10,No,0.020034362,0.384615385,0.615384615,0.383333333,-0.25,NO
12,321,0,21,7,No,0.02857175,0.482758621,0.517241379,0,0,Yes
8,667,12,0,10,No,0.02049386,0.705882353,0.294117647,0,0,Yes
13,81,0,0,7,No,0.448870024,0.857142857,0.142857143,0.25,0.125,Yes
9,123,0,0,6,No,0.033333682,0.777777778,0.222222222,0.9,-0.5,Yes
9,245,0,1,6,No,0.035112435,0.6875,0.3125,0,0,Yes
11,650,1,1,6,No,0.033354307,0.64,0.36,0,0,NO
7,257,0,0,6,No,0.0333486,0.678571429,0.321428571,0,0,NO
9,2708,1,1,10,No,0.020172293,0.690789474,0.309210526,0,0,Yes
11,204,1,0,5,No,0.657938232,0.75,0.25,0,0,Yes
9,885,1,1,4,No,0.798241682,0.813559322,0.186440678,0,0,Yes
8,419,1,0,10,No,0.020157682,0.612903226,0.387096774,0,0,Yes
10,304,1,0,6,No,0.033334632,0.894736842,0.105263158,0.65,0.2,Yes
9,219,1,0,7,No,0.028572568,0.833333333,0.166666667,0.5,0.05,NO
15,118,0,0,8,No,0.51047297,1,0,0.375,-0.125,NO
7,872,1,0,3,No,0.730664191,0.847222222,0.152777778,0,0,Yes
10,287,0,1,10,No,0.020006788,0.7,0.3,0,0,Yes
8,520,1,1,9,No,0.022222614,0.741935484,0.258064516,0,0,Yes
9,780,1,10,7,No,0.029547594,0.771428571,0.228571429,0.65,0.35,NO
7,208,1,0,5,No,0.839888022,0.85,0.15,0.5,0,Yes
8,697,1,0,9,No,0.022273405,0.68627451,0.31372549,0.85,0.45,Yes
8,229,0,0,9,No,0.022295227,0.5,0.5,0,0,NO
9,1564,1,1,5,No,0.040029635,0.772727273,0.227272727,0,0,NO
12,175,1,0,8,No,0.025000613,0.571428571,0.428571429,0.6,0.35,NO
8,139,1,1,8,No,0.025226203,0.888888889,0.111111111,0,0,Yes
12,251,1,1,9,No,0.022376167,0.6,0.4,0.1,0.1,NO
11,434,0,0,7,No,0.201420092,0.805555556,0.194444444,0.454545455,0.136363636,Yes
11,136,0,1,5,No,0.040008517,0.727272727,0.272727273,1,1,Yes
10,1013,0,4,7,No,0.028587789,0.759036145,0.240963855,0.3,0.25,Yes
11,249,1,0,6,No,0.036622413,1,0,0.5,0.0625,NO
9,283,0,0,8,No,0.025016587,0.705882353,0.294117647,0.3,0.2,Yes
8,402,1,0,6,No,0.033335974,0.586206897,0.413793103,0.5,0,NO
10,257,1,1,7,No,0.028571983,0.666666667,0.333333333,0,0,NO
10,224,0,2,5,No,0.042249093,0.761904762,0.238095238,0.066666667,0.033333333,Yes
10,647,1,0,6,No,0.033334069,0.611111111,0.388888889,0,0,NO
10,754,1,11,6,No,0.033334209,0.612244898,0.387755102,1,-0.6,Yes
8,300,1,0,5,No,0.189585324,0.473684211,0.526315789,1,-0.8,Yes
11,494,1,0,8,No,0.025918074,0.896551724,0.103448276,0.522222222,0.333333333,Yes
7,934,1,0,7,No,0.0291154,0.6375,0.3625,0,0,NO
7,474,1,0,7,No,0.028652953,0.608695652,0.391304348,0,0,NO
9,572,1,0,8,No,0.025000772,0.625,0.375,0,0,NO
13,203,0,0,8,No,0.026051905,0.555555556,0.444444444,0,0,Yes
12,325,1,0,8,No,0.15187853,0.958333333,0.041666667,0,0,Yes
9,181,1,0,7,No,0.028572464,0.5,0.5,1,1,Yes
10,476,1,0,10,No,0.6727508,0.658536585,0.341463415,0.4,0.1,NO
9,719,1,0,10,Yes,0.580354086,0.838709677,0.161290323,0,0,Yes
9,606,7,0,7,Yes,0.028599137,0.862068966,0.137931034,0,0,Yes
9,533,11,0,8,Yes,0.203390201,0.685714286,0.314285714,0.4375,0.1875,Yes
11,209,0,0,9,Yes,0.022225232,0.916666667,0.083333333,0,0,Yes
8,569,1,0,9,Yes,0.169603254,0.571428571,0.428571429,0,0,Yes
8,0,0,0,6,Yes,0.033333467,0,0,0.5,0.25,Yes
7,1056,1,5,10,Yes,0.919230059,0.763157895,0.236842105,0,0,Yes
11,286,1,0,3,Yes,0.066737294,0.842105263,0.157894737,0.454545455,0.136363636,NO
8,589,1,11,10,Yes,0.280113295,0.775,0.225,0,0,Yes
12,155,0,1,6,Yes,0.033337393,0.52173913,0.47826087,0.65,0.35,Yes
9,91,0,0,9,Yes,0.022222899,0.857142857,0.142857143,0.633333333,0.05,NO
14,1593,11,0,9,Yes,0.133041307,0.673469388,0.326530612,0.7,0.4,Yes
10,272,1,0,6,Yes,0.034510177,0.888888889,0.111111111,0.2,0.2,Yes
6,319,1,0,10,Yes,0.020017053,0.7,0.3,1,0.8,Yes
10,475,1,1,5,Yes,0.475623271,0.848484848,0.151515152,0.066666667,0.033333333,Yes
11,659,1,0,5,Yes,0.839999843,0.631578947,0.368421053,0,0,Yes
11,850,1,0,8,Yes,0.731046601,0.769230769,0.230769231,0,0,Yes
11,1211,1,0,4,Yes,0.55155368,0.820512821,0.179487179,0,0,NO
6,301,0,0,6,Yes,0.033334169,0.909090909,0.090909091,0,0,Yes
11,753,1,0,7,Yes,0.028716481,0.717948718,0.282051282,0,0,NO
6,605,11,0,8,Yes,0.025007162,0.971428571,0.028571429,0.5,0.5,Yes
12,863,7,0,8,Yes,0.656897434,0.74,0.26,0.454545455,0.136363636,Yes
12,128,0,0,6,Yes,0.533053995,0.8,0.2,0,0,Yes
13,440,22,0,7,Yes,0.028689679,0.708333333,0.291666667,0,0,NO
7,407,0,3,5,Yes,0.040001687,0.696969697,0.303030303,0.3,-0.5,Yes
9,2844,1,0,10,Yes,0.200646648,0.621848739,0.378151261,0,0,Yes
9,132,1,0,6,Yes,0.182953152,0.666666667,0.333333333,0,0,Yes
11,266,0,1,9,Yes,0.022263286,0.6,0.4,0.454545455,0.136363636,NO
9,1292,1,0,7,Yes,0.74261009,0.776470588,0.223529412,0,0,Yes
11,862,1,3,10,Yes,0.020236812,0.630434783,0.369565217,0.9,-0.6,Yes
11,1003,1,0,5,Yes,0.839998232,0.738095238,0.261904762,0,0,Yes
11,419,6,0,6,Yes,0.036369247,0.625,0.375,0.427272727,0.218181818,Yes
9,199,1,0,7,Yes,0.028579689,0.363636364,0.636363636,0.4,-0.4,Yes
10,420,1,2,9,Yes,0.022317071,1,0,0.583333333,0.416666667,NO
13,287,1,0,6,Yes,0.033400509,0.818181818,0.181818182,0.454545455,0.136363636,NO
6,1595,61,1,5,Yes,0.041911417,0.971428571,0.028571429,0.533333333,0.416666667,Yes
8,82,0,0,10,Yes,0.020000087,0.727272727,0.272727273,0,0,Yes
11,236,1,0,7,Yes,0.028578068,0.7,0.3,0.7,0.4,Yes
10,899,0,0,5,Yes,0.83999396,0.929824561,0.070175439,0.5,0.5,Yes
10,68,0,0,8,Yes,0.025000087,0.571428571,0.428571429,0,0,NO
15,897,30,0,9,Yes,0.022620458,0.630952381,0.369047619,0,0,NO
12,307,0,0,8,Yes,0.232635711,0.590909091,0.409090909,0.408333333,0.083333333,Yes
9,384,1,15,5,No,0.040053547,0.8,0.2,0,0,Yes
9,185,1,0,5,No,0.040073649,0.714285714,0.285714286,0,0,Yes
9,89,0,1,6,No,0.033334169,0.666666667,0.333333333,0,0,NO
6,256,0,0,7,No,0.028575183,1,0,0,0,Yes
11,285,1,0,9,No,0.022240913,0.944444444,0.055555556,0,0,NO
11,488,1,0,5,No,0.040000082,0.631578947,0.368421053,0.3,0,Yes
12,513,0,0,8,No,0.025516913,0.703703704,0.296296296,1,-0.625,Yes
11,1262,1,0,7,No,0.028573458,0.815789474,0.184210526,0.05,0.15,NO
9,242,1,1,9,No,0.022296759,0.666666667,0.333333333,0,0,NO
10,310,5,0,6,No,0.694696272,0.875,0.125,0.233333333,-0.133333333,Yes
9,0,0,1,8,No,0.025788277,0,0,0,0,Yes
8,144,1,0,6,No,0.366692165,0.625,0.375,0,0,Yes
7,714,1,0,8,No,0.025000383,0.78,0.22,0,0,NO
7,558,1,0,9,No,0.02222239,0.628571429,0.371428571,0,0,Yes
8,302,0,1,6,No,0.033334057,0.45,0.55,0,0,Yes
12,203,1,0,4,No,0.050004479,0.833333333,0.166666667,0.5,0,Yes
11,776,14,0,5,No,0.040001337,0.645833333,0.354166667,0,0,Yes
7,380,1,0,9,No,0.022224113,0.5,0.5,0,0,Yes
9,861,1,4,10,No,0.020211084,0.779661017,0.220338983,0.5,0.5,Yes
8,317,11,0,8,No,0.025179052,0.8,0.2,0.65,0.35,Yes
8,810,1,0,8,No,0.633322922,0.733333333,0.266666667,0,0,Yes
8,479,11,0,6,No,0.033477933,0.807692308,0.192307692,0.333333333,0.25,Yes
11,1733,12,0,7,No,0.028603547,0.85046729,0.14953271,1,0,Yes
13,114,0,0,9,No,0.022536785,0.875,0.125,0.220833333,-0.0625,NO
8,521,0,0,7,No,0.028640228,0.65,0.35,0.166666667,0.166666667,Yes
9,167,0,0,7,No,0.02859515,0.375,0.625,0,0,Yes
11,425,1,0,3,No,0.73333243,0.8,0.2,0.25,0,Yes
9,204,0,0,6,No,0.033545777,0.5,0.5,1,0.5,Yes
8,206,0,1,8,No,0.025881475,0.625,0.375,0,0,NO
7,966,0,0,9,No,0.022250118,0.685185185,0.314814815,0.3,0.2,NO
14,304,1,0,8,No,0.025159073,0.4,0.6,0,0,NO
8,394,0,2,6,No,0.033333693,0.782608696,0.217391304,0,0,Yes
8,734,1,10,6,No,0.033434972,0.625,0.375,0,0,Yes
8,212,1,0,7,No,0.028579324,1,0,0.333333333,0.25,Yes
6,572,1,0,9,No,0.243665562,0.717391304,0.282608696,0,0,Yes
8,269,1,0,8,No,0.025015253,0.896551724,0.103448276,0.454545455,0.136363636,NO
8,136,1,5,6,No,0.033909774,0.75,0.25,1,0.85,Yes
9,209,1,0,6,No,0.203754279,0.714285714,0.285714286,0,0,NO
9,433,1,0,10,No,0.020001288,0.642857143,0.357142857,0,0,NO
13,168,0,0,7,No,0.028571603,0.555555556,0.444444444,0.35,-0.2,Yes
11,452,1,1,9,No,0.022926549,0.75,0.25,0.033333333,0,Yes
8,830,1,0,8,No,0.490387597,0.872727273,0.127272727,0,0,Yes
13,293,0,1,7,No,0.028577462,0.75,0.25,0,0,Yes
7,1467,11,0,8,No,0.025515834,0.707070707,0.292929293,0.066666667,0.033333333,Yes
10,156,0,1,5,No,0.040004772,0.857142857,0.142857143,0,0,NO
11,592,1,0,10,No,0.020000369,0.555555556,0.444444444,0.375,-0.125,NO
8,1068,11,1,7,No,0.028810741,0.855072464,0.144927536,0.333333333,0.366666667,Yes
12,266,1,0,7,No,0.028571784,1,0,0.366666667,0.325,Yes
7,586,1,0,10,No,0.267644781,0.916666667,0.083333333,0,0,Yes
12,242,0,0,7,No,0.028885299,0.714285714,0.285714286,0.125,0,Yes
11,488,1,0,9,No,0.022412577,0.633333333,0.366666667,0.45,0.25,NO
10,112,0,0,10,No,0.020022765,1,0,0,0,NO
6,1031,1,0,10,No,0.020356535,0.757575758,0.242424242,0.85,-0.2,Yes
9,612,11,0,6,No,0.033443006,0.921052632,0.078947368,0.5,0.136363636,NO
11,1093,1,0,5,No,0.64077607,0.639344262,0.360655738,0,0,Yes
9,246,1,0,10,No,0.020021554,0.75,0.25,0.4,0.4,NO
10,206,1,0,3,No,0.400830264,0.8125,0.1875,0.454545455,0.136363636,NO
10,150,1,0,8,No,0.614274911,0.4,0.6,0,0,NO
9,188,1,2,6,No,0.033335112,0.923076923,0.076923077,0,0,Yes
8,605,1,0,10,No,0.820209765,0.818181818,0.181818182,0.5,0.5,NO
10,748,1,0,8,No,0.025309604,0.742857143,0.257142857,0,0,NO
10,712,1,0,6,No,0.700010708,0.6875,0.3125,0.333333333,0.25,NO
14,94,1,0,8,No,0.025030938,0.666666667,0.333333333,0,0,Yes
10,336,1,0,10,No,0.020032913,0.9375,0.0625,0,0,NO
10,288,1,0,7,No,0.028648048,0.80952381,0.19047619,0.1,-0.1,NO
11,493,12,11,7,No,0.028571549,0.736842105,0.263157895,0,0,Yes
12,2549,44,0,6,No,0.034357496,0.722222222,0.277777778,0,0,Yes
14,471,1,0,6,No,0.700792938,0.782608696,0.217391304,0.066666667,0,NO
11,1014,9,1,10,No,0.020019186,0.93220339,0.06779661,0.125,0,NO
12,441,1,0,7,No,0.028576505,0.833333333,0.166666667,0.066666667,0.033333333,NO
10,298,1,0,8,No,0.255092604,0.642857143,0.357142857,0.2,0,Yes
8,271,1,0,10,No,0.020003093,0.88,0.12,0.5,0.136363636,NO
11,147,0,2,5,No,0.839999149,0.769230769,0.230769231,0.7,0,Yes
12,443,0,16,6,No,0.19987808,0.724137931,0.275862069,0.5,-0.375,NO
7,269,0,7,10,No,0.197898743,0.85,0.15,0.25,0.25,NO
10,860,1,0,9,No,0.02222239,0.37037037,0.62962963,0,0,NO
11,714,0,15,8,No,0.025000594,0.755555556,0.244444444,0.25,0,NO
12,1046,1,0,10,No,0.020000566,0.8,0.2,0,0,Yes
11,222,1,1,10,No,0.020805676,0.888888889,0.111111111,0,0,NO
8,553,36,1,7,No,0.313327582,0.64,0.36,0,0,NO
9,125,1,0,6,No,0.648669148,0.8,0.2,0.333333333,0.25,NO
12,1138,11,0,8,No,0.025084598,0.742857143,0.257142857,0,0,Yes
9,159,0,1,8,No,0.02500552,0.75,0.25,0.75,0.8,Yes
11,401,1,0,4,No,0.799999507,0.807692308,0.192307692,0,0,NO
10,462,10,11,6,No,0.033333472,0.777777778,0.222222222,1,0,Yes
7,2889,1,9,7,No,0.24098807,0.746835443,0.253164557,0.54,0.16,NO
12,271,0,1,10,No,0.02000394,0.727272727,0.272727273,0.1,0,NO
11,1762,98,2,7,No,0.02860857,0.695652174,0.304347826,0,0,Yes
10,641,1,0,5,No,0.839872833,0.734693878,0.265306122,0.675,0.375,NO
9,168,0,1,6,No,0.033434409,1,0,1,0.5,Yes
10,567,1,0,6,No,0.03333407,0.416666667,0.583333333,0,0,NO
14,705,1,1,7,No,0.028575962,0.72972973,0.27027027,0,0,Yes
10,276,1,0,10,No,0.485225539,0.933333333,0.066666667,0,0,Yes
10,1316,1,5,10,No,0.020026998,0.641791045,0.358208955,0.75,0.25,Yes
15,1240,9,1,8,No,0.025004247,0.634146341,0.365853659,0,0,Yes
14,541,1,0,7,No,0.028572005,0.769230769,0.230769231,0.1625,0.05,NO
9,1249,1,0,10,No,0.020262318,0.611940299,0.388059701,0,0,NO
7,245,0,1,9,No,0.022257217,0.692307692,0.307692308,0,0,NO
10,330,1,0,6,No,0.034418269,0.285714286,0.714285714,0,0,NO
10,239,0,1,10,No,0.02005706,0.6,0.4,0,0,Yes
9,198,0,1,10,No,0.020138337,0.6,0.4,0,0,Yes
10,306,0,1,7,No,0.028583165,0.785714286,0.214285714,0,0,NO
11,305,1,1,6,No,0.03333467,0.777777778,0.222222222,0.566666667,0.325,Yes
9,438,11,0,7,No,0.319393409,0.901960784,0.098039216,0.727272727,0.068181818,NO
9,413,1,0,9,No,0.420130436,0.793103448,0.206896552,0,0,NO
11,338,1,1,7,No,0.029138972,0.842105263,0.157894737,0.454545455,0.136363636,Yes
10,424,1,0,9,No,0.143702552,0.769230769,0.230769231,0.471428571,0.607142857,Yes
8,332,0,0,7,No,0.029285186,0.857142857,0.142857143,0,0,Yes
10,726,1,0,7,No,0.028572314,0.8,0.2,0,0,Yes
9,263,1,0,10,No,0.02000667,0.789473684,0.210526316,0,0,NO
9,83,1,1,7,No,0.171359689,1,0,0.5,0.136363636,NO
6,479,1,0,8,No,0.025000695,0.566666667,0.433333333,0,0,NO
8,76,1,1,6,No,0.033334189,1,0,0,0,Yes
7,1752,98,1,5,No,0.238952894,0.7,0.3,0,0,Yes
9,691,6,0,9,No,0.022230191,0.861111111,0.138888889,0,0,Yes
13,678,1,1,9,No,0.022224083,0.631578947,0.368421053,0.1,0.2,NO
11,1726,62,0,9,No,0.022673278,0.972789116,0.027210884,0.260606061,0.084848485,NO
11,316,0,1,6,No,0.034094383,0.875,0.125,0.066666667,0.033333333,NO
9,861,1,0,9,No,0.799551785,0.848101266,0.151898734,0.372222222,-0.055555556,Yes
8,317,1,0,8,No,0.274991865,0.75,0.25,0,0,Yes
15,418,0,1,10,No,0.020015316,0.964285714,0.035714286,0.4,0.2,NO
10,1477,61,1,8,No,0.025003431,0.968503937,0.031496063,0.3,1,NO
10,117,0,11,7,No,0.204071985,1,0,0.066666667,0.033333333,Yes
8,298,0,1,5,No,0.040000224,0.411764706,0.588235294,0.4,-0.3,NO
7,281,1,1,8,No,0.025010326,0.916666667,0.083333333,0,0,NO
11,330,1,0,6,No,0.866635991,0.588235294,0.411764706,0.5,0,NO
12,1031,1,0,6,No,0.033545952,0.768115942,0.231884058,0,0,NO
9,471,12,1,6,No,0.033335539,0.708333333,0.291666667,0.9,0.9,Yes
4,272,1,0,6,No,0.866663075,0.785714286,0.214285714,0,0,Yes
12,268,1,0,4,No,0.306729779,0.954545455,0.045454545,0.425,0.35,Yes
9,136,0,1,8,No,0.025034796,0.625,0.375,0.233333333,0.2,NO
10,504,1,0,6,No,0.033413548,0.585365854,0.414634146,0.45,0.175,NO
9,810,1,21,9,No,0.472337488,0.7,0.3,0.5,0.5,Yes
12,105,0,0,8,No,0.405526221,0.833333333,0.166666667,0.414772727,0.005681818,NO
6,458,1,0,5,No,0.040000174,0.5,0.5,0,0,Yes
12,864,0,22,9,No,0.022226338,0.676470588,0.323529412,0,0,NO
10,305,1,0,10,No,0.02000269,0.6,0.4,0.2,0.1,Yes
12,316,1,0,5,No,0.040000243,0.9,0.1,0.454545455,0.136363636,Yes
9,483,1,0,10,No,0.460513165,0.680851064,0.319148936,0,0,NO
13,386,1,0,9,No,0.380504095,0.866666667,0.133333333,0.4,0.4,NO
12,175,1,0,7,No,0.189261765,0.833333333,0.166666667,0.571428571,0.357142857,NO
9,139,0,0,9,No,0.022405765,0.571428571,0.428571429,0,0,NO
